iter	Passed	Remaining
0	17	34355
1	37	37439
2	57	38304
3	76	38002
4	98	39195
5	115	38298
6	135	38514
7	151	37752
8	174	38600
9	192	38334
10	212	38503
11	233	38651
12	255	39014
13	276	39190
14	300	39759
15	320	39779
16	347	40489
17	368	40534
18	389	40581
19	406	40225
20	424	40035
21	446	40105
22	466	40100
