iter	Passed	Remaining
1663	45506	9188
1664	45533	9161
1665	45561	9134
1666	45587	9106
1667	45614	9079
1668	45642	9051
1669	45669	9024
1670	45698	8997
1671	45726	8970
1672	45755	8943
1673	45784	8916
1674	45812	8888
1675	45838	8861
1676	45864	8833
1677	45891	8806
1678	45918	8778
1679	45944	8751
1680	45970	8723
1681	45996	8696
1682	46022	8668
1683	46049	8641
1684	46075	8613
1685	46101	8585
1686	46128	8558
1687	46155	8531
1688	46182	8503
1689	46209	8476
1690	46236	8448
1691	46262	8421
1692	46291	8394
1693	46321	8367
1694	46349	8340
1695	46375	8312
1696	46402	8285
1697	46429	8257
1698	46455	8230
1699	46482	8202
1700	46509	8175
1701	46536	8147
1702	46564	8120
1703	46591	8093
1704	46617	8065
1705	46644	8038
1706	46671	8010
1707	46698	7983
1708	46726	7956
1709	46753	7928
1710	46781	7901
1711	46808	7874
1712	46837	7847
1713	46864	7819
1714	46891	7792
1715	46918	7765
1716	46945	7737
1717	46971	7710
1718	46997	7682
1719	47025	7655
1720	47053	7628
1721	47079	7600
1722	47106	7573
1723	47133	7545
1724	47163	7518
1725	47190	7491
1726	47217	7464
1727	47246	7436
1728	47274	7409
1729	47303	7382
1730	47331	7355
1731	47358	7328
1732	47385	7300
1733	47412	7273
1734	47439	7245
1735	47468	7218
1736	47494	7191
1737	47520	7163
1738	47547	7136
1739	47574	7108
1740	47602	7081
1741	47628	7054
1742	47656	7026
1743	47685	6999
1744	47711	6972
1745	47739	6944
1746	47766	6917
1747	47791	6889
1748	47820	6862
1749	47847	6835
1750	47873	6807
1751	47898	6780
1752	47925	6752
1753	47951	6725
1754	47977	6697
1755	48003	6670
1756	48028	6642
1757	48053	6614
1758	48080	6587
1759	48106	6560
1760	48134	6532
1761	48162	6505
1762	48189	6478
1763	48214	6450
1764	48239	6422
1765	48266	6395
1766	48297	6368
1767	48325	6341
1768	48350	6313
1769	48376	6286
1770	48401	6258
1771	48427	6231
1772	48453	6203
1773	48480	6176
1774	48507	6148
1775	48534	6121
1776	48559	6093
1777	48585	6066
1778	48611	6038
1779	48639	6011
1780	48664	5984
1781	48690	5956
1782	48715	5928
1783	48742	5901
1784	48768	5874
1785	48794	5846
1786	48821	5819
1787	48849	5791
1788	48878	5764
1789	48907	5737
1790	48933	5710
1791	48960	5682
1792	48987	5655
1793	49016	5628
1794	49045	5601
1795	49072	5573
1796	49100	5546
1797	49132	5519
1798	49160	5492
1799	49189	5465
1800	49217	5438
1801	49245	5411
1802	49274	5383
1803	49302	5356
1804	49329	5329
1805	49354	5301
1806	49381	5274
1807	49406	5246
1808	49433	5219
1809	49457	5191
1810	49483	5164
1811	49509	5136
1812	49534	5109
1813	49562	5081
1814	49587	5054
1815	49613	5026
1816	49639	4999
1817	49665	4971
1818	49692	4944
1819	49718	4917
1820	49744	4889
1821	49770	4862
1822	49797	4834
1823	49824	4807
1824	49850	4780
1825	49875	4752
1826	49901	4725
1827	49928	4697
1828	49959	4670
1829	49984	4643
1830	50010	4615
1831	50036	4588
1832	50062	4561
1833	50088	4533
1834	50115	4506
1835	50141	4478
1836	50166	4451
1837	50192	4423
1838	50218	4396
1839	50243	4369
1840	50271	4341
1841	50302	4314
1842	50331	4287
1843	50358	4260
1844	50385	4232
1845	50412	4205
1846	50438	4178
1847	50466	4150
1848	50493	4123
1849	50519	4096
1850	50546	4068
1851	50572	4041
1852	50600	4014
1853	50627	3986
1854	50653	3959
1855	50680	3932
1856	50706	3904
1857	50734	3877
1858	50760	3850
1859	50789	3822
1860	50815	3795
1861	50843	3768
1862	50870	3740
1863	50897	3713
1864	50924	3686
1865	50951	3658
1866	50979	3631
1867	51006	3604
1868	51032	3576
1869	51059	3549
1870	51086	3522
1871	51114	3495
1872	51142	3467
1873	51168	3440
1874	51195	3413
1875	51223	3385
1876	51250	3358
1877	51277	3331
1878	51308	3304
1879	51336	3276
1880	51363	3249
1881	51390	3222
1882	51417	3194
1883	51444	3167
1884	51472	3140
1885	51499	3112
1886	51527	3085
1887	51553	3058
1888	51582	3031
1889	51610	3003
1890	51638	2976
1891	51664	2949
1892	51692	2921
1893	51719	2894
1894	51746	2867
1895	51772	2839
1896	51799	2812
1897	51826	2785
1898	51853	2757
1899	51879	2730
1900	51906	2703
1901	51933	2675
1902	51960	2648
1903	51987	2621
1904	52014	2593
1905	52040	2566
1906	52067	2539
1907	52095	2511
1908	52122	2484
1909	52153	2457
1910	52181	2430
1911	52210	2402
1912	52240	2375
1913	52270	2348
1914	52301	2321
1915	52331	2294
1916	52359	2266
1917	52386	2239
1918	52415	2212
1919	52444	2185
1920	52473	2157
1921	52501	2130
1922	52529	2103
1923	52556	2076
1924	52584	2048
1925	52611	2021
1926	52639	1994
1927	52666	1966
1928	52694	1939
1929	52721	1912
1930	52748	1884
1931	52777	1857
1932	52805	1830
1933	52832	1802
1934	52860	1775
1935	52889	1748
1936	52916	1721
1937	52944	1693
1938	52970	1666
1939	52996	1639
1940	53023	1611
1941	53051	1584
1942	53078	1557
1943	53105	1529
1944	53133	1502
1945	53160	1475
1946	53188	1447
1947	53218	1420
1948	53246	1393
1949	53276	1366
1950	53306	1338
1951	53335	1311
1952	53362	1284
1953	53389	1256
1954	53418	1229
1955	53446	1202
1956	53474	1174
1957	53503	1147
1958	53530	1120
1959	53556	1092
1960	53584	1065
1961	53611	1038
1962	53638	1011
1963	53666	983
1964	53692	956
1965	53721	929
1966	53748	901
1967	53775	874
1968	53802	847
1969	53829	819
1970	53856	792
1971	53883	765
1972	53911	737
1973	53940	710
1974	53968	683
1975	53995	655
1976	54022	628
1977	54049	601
1978	54075	573
1979	54102	546
1980	54133	519
1981	54160	491
1982	54188	464
1983	54216	437
1984	54243	409
1985	54273	382
1986	54304	355
1987	54331	327
1988	54358	300
1989	54385	273
1990	54413	245
1991	54440	218
1992	54467	191
1993	54494	163
1994	54521	136
1995	54548	109
1996	54576	81
1997	54602	54
1998	54628	27
1999	54657	0
